name,date,public,country
Indian Arrival Day,2019-06-05,True,SR
Father's Day,2019-06-16,False,SR
June Solstice,2019-06-21,False,SR
International Asteroid Day,2019-06-30,False,SR
Emancipation Day,2019-07-01,True,SR
Nelson Mandela International Day,2019-07-18,False,SR
Javanese Arrival Day,2019-08-08,True,SR
Indigenous People's Day,2019-08-09,True,SR
Feast of the Sacrifice,2019-08-11,False,SR
September Equinox,2019-09-23,False,SR
Day of the Maroons,2019-10-10,True,SR
Chinese Arrival Day,2019-10-20,True,SR
Festival of Lights,2019-10-27,True,SR
Independence Day,2019-11-25,True,SR
December Solstice,2019-12-22,False,SR
Christmas Eve,2019-12-24,False,SR
Christmas Day,2019-12-25,True,SR
Boxing Day,2019-12-26,True,SR
New Year's Eve,2019-12-31,False,SR
New Year's Day,2019-01-01,True,SJ
Mother's Day,2019-02-10,False,SJ
March Equinox,2019-03-20,False,SJ
Palm Sunday,2019-04-14,True,SJ
Maundy Thursday,2019-04-18,True,SJ
Good Friday,2019-04-19,True,SJ
Easter Monday,2019-04-22,True,SJ
Workers' Day,2019-05-01,True,SJ
Constitution Day,2019-05-17,True,SJ
Feast of the Ascension of Jesus Christ,2019-05-30,True,SJ
Pentecost,2019-06-09,True,SJ
Pentecost Monday,2019-06-10,True,SJ
June Solstice,2019-06-21,False,SJ
September Equinox,2019-09-23,False,SJ
Father's Day,2019-11-10,False,SJ
December Solstice,2019-12-22,False,SJ
Christmas Eve,2019-12-24,False,SJ
Christmas Day,2019-12-25,True,SJ
Day after Christmas,2019-12-26,True,SJ
New Year's Eve,2019-12-31,False,SJ
New Year's Day,2019-01-01,True,SZ
World Wildlife Day,2019-03-03,False,SZ
March Equinox,2019-03-20,False,SZ
Birthday of King Mswati III,2019-04-19,True,SZ
Good Friday,2019-04-19,True,SZ
Easter,2019-04-21,False,SZ
Easter Monday,2019-04-22,True,SZ
National Flag Day,2019-04-25,False,SZ
Labor Day,2019-05-01,True,SZ
Feast of the Ascension of Jesus Christ,2019-05-30,True,SZ
June Solstice,2019-06-21,False,SZ
International Asteroid Day,2019-06-30,False,SZ
Nelson Mandela International Day,2019-07-18,False,SZ
King Father's Birthday,2019-07-22,True,SZ
Independence Day,2019-09-06,True,SZ
September Equinox,2019-09-23,False,SZ
December Solstice,2019-12-22,False,SZ
Incwala Day,2019-12-22,True,SZ
Christmas Eve,2019-12-24,False,SZ
Christmas Day,2019-12-25,True,SZ
Boxing Day,2019-12-26,True,SZ
New Year's Eve,2019-12-31,True,SZ
New Year's Day,2019-01-01,True,SE
Twelfth Night,2019-01-05,False,SE
Epiphany,2019-01-06,True,SE
World Wildlife Day,2019-03-03,False,SE
March Equinox,2019-03-20,False,SE
Good Friday,2019-04-19,True,SE
Holy Saturday,2019-04-20,False,SE
Easter,2019-04-21,True,SE
Easter Monday,2019-04-22,True,SE
Walpurgis Night,2019-04-30,False,SE
May 1st,2019-05-01,True,SE
Mother's Day,2019-05-26,False,SE
Feast of the Ascension of Jesus Christ,2019-05-30,True,SE
National Day,2019-06-06,True,SE
Pentecost Eve,2019-06-08,False,SE
Pentecost,2019-06-09,True,SE
June Solstice,2019-06-21,False,SE
Midsummer Eve,2019-06-21,False,SE
Midsummer Day,2019-06-22,True,SE
International Asteroid Day,2019-06-30,False,SE
Nelson Mandela International Day,2019-07-18,False,SE
September Equinox,2019-09-23,False,SE
All Saints' Eve,2019-11-01,False,SE
All Saints' Day,2019-11-02,True,SE
Father's Day,2019-11-10,False,SE
December Solstice,2019-12-22,False,SE
Christmas Eve,2019-12-24,True,SE
Christmas Day,2019-12-25,True,SE
Boxing Day,2019-12-26,True,SE
New Year's Eve,2019-12-31,False,SE
New Year's Day,2019-01-01,True,CH
Saint Berchtold's Day,2019-01-02,False,CH
Epiphany,2019-01-06,False,CH
Republic Day,2019-03-01,False,CH
World Wildlife Day,2019-03-03,False,CH
Saint Joseph's Day,2019-03-19,False,CH
March Equinox,2019-03-20,False,CH
Näfelser Fahrt,2019-04-03,False,CH
Palm Sunday,2019-04-14,False,CH
Good Friday,2019-04-19,True,CH
Easter,2019-04-21,True,CH
Easter Monday,2019-04-22,True,CH
Labor Day,2019-05-01,False,CH
Mother's Day,2019-05-12,False,CH
Feast of the Ascension of Jesus Christ,2019-05-30,True,CH
Father's Day,2019-06-02,False,CH
Pentecost,2019-06-09,False,CH
Pentecost Monday,2019-06-10,True,CH
Feast of Corpus Christi,2019-06-20,False,CH
June Solstice,2019-06-21,False,CH
Independence Day,2019-06-23,False,CH
Feast of Saints Peter and Paul,2019-06-29,False,CH
International Asteroid Day,2019-06-30,False,CH
Nelson Mandela International Day,2019-07-18,False,CH
Swiss National Day,2019-08-01,True,CH
Assumption of Mary,2019-08-15,False,CH
Genevan Fast,2019-09-05,False,CH
"Federal Day of Thanksgiving, Repentance and Prayer",2019-09-15,True,CH
Lundi du Jeûne,2019-09-16,False,CH
September Equinox,2019-09-23,False,CH
Saint Nicholas of Flüe Day,2019-09-25,False,CH
All Saints' Day,2019-11-01,False,CH
Feast of the Immaculate Conception,2019-12-08,False,CH
December Solstice,2019-12-22,False,CH
Christmas Eve,2019-12-24,False,CH
Christmas Day,2019-12-25,True,CH
Saint Stephen's Day,2019-12-26,True,CH
New Year's Eve,2019-12-31,True,CH
Restoration of the Republic,2019-12-31,False,CH
New Year's Day,2019-01-01,True,SY
World Wildlife Day,2019-03-03,False,SY
March Equinox,2019-03-20,False,SY
Mother's Day,2019-03-21,True,SY
Evacuation Day,2019-04-17,True,SY
Easter,2019-04-21,True,SY
Orthodox Easter,2019-04-28,True,SY
Labor Day,2019-05-01,True,SY
Martyrs' Day,2019-05-06,True,SY
Festival of Breaking the Fast,2019-06-04,True,SY
Father's Day,2019-06-21,False,SY
June Solstice,2019-06-21,False,SY
International Asteroid Day,2019-06-30,False,SY
Nelson Mandela International Day,2019-07-18,False,SY
Feast of the Sacrifice,2019-08-11,True,SY
Islamic New Year's Day,2019-08-31,True,SY
September Equinox,2019-09-23,False,SY
October Liberatory War,2019-10-06,True,SY
Birth of the Prophet,2019-11-09,True,SY
December Solstice,2019-12-22,False,SY
Christmas Eve,2019-12-24,False,SY
Christmas Day,2019-12-25,True,SY
New Year's Eve,2019-12-31,False,SY
New Year's Day,2019-01-01,True,TW
Chinese New Year's Eve,2019-02-04,True,TW
Chinese New Year's Day,2019-02-05,True,TW
Second Day of the Chinese New Year,2019-02-06,True,TW
Third Day of the Chinese New Year,2019-02-07,True,TW
Peace Memorial Day,2019-02-28,True,TW
March Equinox,2019-03-20,False,TW
Children's Day,2019-04-04,True,TW
Ching Ming Festival,2019-04-04,True,TW
Women's Day,2019-04-04,True,TW
Mother's Day,2019-05-12,False,TW
Dragon Boat Festival,2019-06-07,True,TW
June Solstice,2019-06-21,False,TW
Father's Day,2019-08-08,False,TW
Mid-Autumn Festival,2019-09-13,True,TW
September Equinox,2019-09-23,False,TW
Double Tenth Day,2019-10-10,True,TW
National Day,2019-10-10,True,TW
December Solstice,2019-12-22,False,TW
New Year's Eve,2019-12-31,False,TW
New Year's Day,2019-01-01,True,TJ
Day of the Tajik Police,2019-02-06,True,TJ
World Wildlife Day,2019-03-03,False,TJ
International Women's Day,2019-03-08,True,TJ
Mother's Day,2019-03-08,False,TJ
March Equinox,2019-03-20,False,TJ
Persian New Year's Day,2019-03-21,True,TJ
Second Day of the Persian New Year,2019-03-22,True,TJ
International Labor Day,2019-05-01,True,TJ
Victory Day,2019-05-09,True,TJ
Border Guards' Day,2019-05-28,True,TJ
Festival of Breaking the Fast,2019-06-04,True,TJ
June Solstice,2019-06-21,False,TJ
National Unity Day,2019-06-27,True,TJ
International Asteroid Day,2019-06-30,False,TJ
Nelson Mandela International Day,2019-07-18,False,TJ
Paratroopers' Day,2019-08-04,True,TJ
Feast of the Sacrifice,2019-08-11,True,TJ
Independence Day,2019-09-09,True,TJ
September Equinox,2019-09-23,False,TJ
National Guard Day,2019-10-02,True,TJ
Constitution Day,2019-11-06,True,TJ
December Solstice,2019-12-22,False,TJ
New Year's Eve,2019-12-31,False,TJ
New Year's Day,2019-01-01,True,TZ
Zanzibar Revolution Day,2019-01-12,True,TZ
World Wildlife Day,2019-03-03,False,TZ
March Equinox,2019-03-20,False,TZ
The Sheikh Abeid Amani Karume Day,2019-04-07,True,TZ
Good Friday,2019-04-19,True,TZ
Easter,2019-04-21,False,TZ
Easter Monday,2019-04-22,True,TZ
Union Day,2019-04-26,True,TZ
Labor Day,2019-05-01,True,TZ
Mother's Day,2019-05-12,False,TZ
Festival of Breaking the Fast,2019-06-04,True,TZ
June Solstice,2019-06-21,False,TZ
International Asteroid Day,2019-06-30,False,TZ
Saba Saba Day,2019-07-07,True,TZ
Nelson Mandela International Day,2019-07-18,False,TZ
Nane Nane Day,2019-08-08,True,TZ
Feast of the Sacrifice,2019-08-11,True,TZ
September Equinox,2019-09-23,False,TZ
Nyerere Day,2019-10-14,True,TZ
Birth of the Prophet,2019-11-09,True,TZ
Independence Day,2019-12-09,True,TZ
December Solstice,2019-12-22,False,TZ
Christmas Eve,2019-12-24,False,TZ
Christmas Day,2019-12-25,True,TZ
Boxing Day,2019-12-26,True,TZ
New Year's Eve,2019-12-31,False,TZ
New Year's Day,2019-01-01,True,TH
Cavalry and Armor Day,2019-01-04,False,TH
National Children's Day,2019-01-12,False,TH
National Aviation Day,2019-01-13,False,TH
National Forest Conservation Day,2019-01-14,False,TH
Teachers' Day,2019-01-16,False,TH
Royal Thai Armed Forces Day,2019-01-18,False,TH
National Dairy Day,2019-01-27,False,TH
Inventor's Day,2019-02-02,False,TH
National Agriculture Day,2019-02-02,False,TH
Veterans' Day,2019-02-03,False,TH
Chinese New Year's Day,2019-02-05,False,TH
Volunteer Defense's Day,2019-02-10,False,TH
Valentine's Day,2019-02-14,False,TH
National Artist Day,2019-02-24,False,TH
National Radio Day,2019-02-25,False,TH
Cooperatives Day,2019-02-26,False,TH
World Wildlife Day,2019-03-03,False,TH
Journalist's Day,2019-03-05,False,TH
National Elephant Day,2019-03-13,False,TH
March Equinox,2019-03-20,False,TH
King Nangklao Memorial Day,2019-03-31,False,TH
Civil Service Day,2019-04-01,False,TH
National Children's Book Day,2019-04-02,False,TH
Thai Heritage Conservation Day,2019-04-02,False,TH
Chakri Memorial Day,2019-04-06,True,TH
Anniversary of the Ministry of Defense,2019-04-08,False,TH
Royal Thai Air Force Day,2019-04-09,False,TH
National Rubber Day,2019-04-10,False,TH
Songkran Festival,2019-04-13,True,TH
Family Day,2019-04-14,False,TH
Second Day of the Songkran Festival,2019-04-14,True,TH
Third Day of the Songkran Festival,2019-04-15,True,TH
King Naresuan Day,2019-04-25,False,TH
Consumer Protection Day,2019-04-30,False,TH
National Labor Day,2019-05-01,False,TH
Coronation Day,2019-05-04,True,TH
Buddha Day,2019-05-12,True,TH
Thai Buffalo Conservation Day,2019-05-14,False,TH
King Prajadhipok Day,2019-05-30,False,TH
Birth of Queen Suthida,2019-06-03,True,TH
Festival of Breaking the Fast,2019-06-04,False,TH
Dragon Boat Festival,2019-06-07,False,TH
Ananda Mahidol Day,2019-06-09,False,TH
June Solstice,2019-06-21,False,TH
National Iodine Day,2019-06-25,False,TH
Sunthorn Phu Day,2019-06-26,False,TH
International Asteroid Day,2019-06-30,False,TH
National Scout Organization Day,2019-07-01,False,TH
Nelson Mandela International Day,2019-07-18,False,TH
Birth of the King,2019-07-28,True,TH
National Thai Language Day,2019-07-29,False,TH
Thai Women's Day,2019-08-01,False,TH
Feast of the Sacrifice,2019-08-11,False,TH
Birth of the Queen Mother,2019-08-12,True,TH
Mother's Day,2019-08-12,False,TH
Ghost Festival,2019-08-15,False,TH
Thai Peace Day,2019-08-16,False,TH
National Science Day,2019-08-18,False,TH
Royal Thai Navy Submarine Memorial Day,2019-09-04,False,TH
Huai Kha Khaeng Thung Yai Naresuan Wildlife Sanctuaries World Heritage Day,2019-09-09,False,TH
Mid-Autumn Festival,2019-09-13,False,TH
Silpa Bhirasri Day,2019-09-15,False,TH
Thai Museum Day,2019-09-19,False,TH
National Canal Conservation Day,2019-09-20,False,TH
National Youth Day,2019-09-20,False,TH
September Equinox,2019-09-23,False,TH
Mahidol Day,2019-09-24,False,TH
Thai National Flag Day,2019-09-28,False,TH
Vegetarian Festival,2019-09-29,False,TH
Second Day of the Vegetarian Festival,2019-09-30,False,TH
King Rama IV Memorial Day,2019-10-01,False,TH
Third Day of the Vegetarian Festival,2019-10-01,False,TH
Fourth Day of the Vegetarian Festival,2019-10-02,False,TH
Fifth Day of the Vegetarian Festival,2019-10-03,False,TH
Sixth Day of the Vegetarian Festival,2019-10-04,False,TH
Seventh Day of the Vegetarian Festival,2019-10-05,False,TH
Eighth Day of the Vegetarian Festival,2019-10-06,False,TH
Ninth Day of the Vegetarian Festival,2019-10-07,False,TH
King Bhumibol Adulyadej Memorial Day,2019-10-13,True,TH
National Police Day,2019-10-13,False,TH
Democracy Day,2019-10-14,False,TH
National Annual Tree Loving Day,2019-10-21,False,TH
National Dental Hygiene Day,2019-10-21,False,TH
National Nurses' Day,2019-10-21,False,TH
King Chulalongkorn Day,2019-10-23,True,TH
World Day of Remembrance for Road Traffic Victims,2019-11-17,False,TH
Royal Thai Navy Day,2019-11-20,False,TH
King Vajiravudh Memorial Day,2019-11-25,False,TH
National Health-Building Day,2019-11-27,False,TH
Damrong Rajanubhab Day,2019-12-01,False,TH
Thai Environment Day,2019-12-04,False,TH
Birth of King Bhumibol Adulyadej,2019-12-05,True,TH
Father's Day,2019-12-05,False,TH
Constitution Day,2019-12-10,True,TH
National Sports Day,2019-12-16,False,TH
December Solstice,2019-12-22,False,TH
Christmas Eve,2019-12-24,False,TH
Christmas Day,2019-12-25,False,TH
King Taksin Memorial Day,2019-12-28,False,TH
New Year's Eve,2019-12-31,True,TH
New Year's Day,2019-01-01,True,TL
World Wildlife Day,2019-03-03,False,TL
March Equinox,2019-03-20,False,TL
Good Friday,2019-04-19,True,TL
Easter,2019-04-21,False,TL
Labor Day,2019-05-01,True,TL
Independence Restoration Day,2019-05-20,False,TL
Festival of Breaking the Fast,2019-06-04,True,TL
Second Day of the Festival of Breaking the Fast,2019-06-05,True,TL
Feast of Corpus Christi,2019-06-20,True,TL
June Solstice,2019-06-21,False,TL
International Asteroid Day,2019-06-30,False,TL
Nelson Mandela International Day,2019-07-18,False,TL
Feast of the Sacrifice,2019-08-11,True,TL
Popular Consultation Day,2019-08-30,True,TL
September Equinox,2019-09-23,False,TL
All Saints' Day,2019-11-01,True,TL
All Souls' Day,2019-11-02,True,TL
Mother's Day,2019-11-03,False,TL
National Youth Day,2019-11-12,True,TL
Proclamation of Independence Day,2019-11-28,True,TL
Feast of the Immaculate Conception,2019-12-08,True,TL
December Solstice,2019-12-22,False,TL
Christmas Eve,2019-12-24,False,TL
Christmas Day,2019-12-25,True,TL
National Heroes' Day,2019-12-31,True,TL
New Year's Eve,2019-12-31,False,TL
New Year's Day,2019-01-01,True,TG
World Wildlife Day,2019-03-03,False,TG
March Equinox,2019-03-20,False,TG
Easter,2019-04-21,False,TG
Easter Monday,2019-04-22,True,TG
Independence Day,2019-04-27,True,TG
Labor Day,2019-05-01,True,TG
Feast of the Ascension of Jesus Christ,2019-05-30,True,TG
Pentecost Monday,2019-06-10,True,TG
June Solstice,2019-06-21,False,TG
Martyrs' Day,2019-06-21,True,TG
International Asteroid Day,2019-06-30,False,TG
Nelson Mandela International Day,2019-07-18,False,TG
Assumption of Mary,2019-08-15,True,TG
September Equinox,2019-09-23,False,TG
All Saints' Day,2019-11-01,True,TG
December Solstice,2019-12-22,False,TG
Christmas Eve,2019-12-24,False,TG
Christmas Day,2019-12-25,True,TG
New Year's Eve,2019-12-31,False,TG
New Year's Day,2019-01-01,True,TK
Waitangi Day,2019-02-06,False,TK
March Equinox,2019-03-20,False,TK
Good Friday,2019-04-19,True,TK
Easter,2019-04-21,False,TK
Easter Monday,2019-04-22,True,TK
Anzac Day,2019-04-25,False,TK
June Solstice,2019-06-21,False,TK
Tokehega Day,2019-09-03,True,TK
September Equinox,2019-09-23,False,TK
December Solstice,2019-12-22,False,TK
Christmas Eve,2019-12-24,False,TK
Christmas Day,2019-12-25,True,TK
Boxing Day,2019-12-26,True,TK
New Year's Eve,2019-12-31,False,TK
New Year's Day,2019-01-01,True,TO
World Wildlife Day,2019-03-03,False,TO
March Equinox,2019-03-20,False,TO
Good Friday,2019-04-19,True,TO
Easter,2019-04-21,True,TO
Easter Monday,2019-04-22,True,TO
Anzac Day,2019-04-25,True,TO
Mother's Day,2019-05-12,False,TO
Father's Day,2019-05-19,False,TO
Emancipation Day,2019-06-04,True,TO
June Solstice,2019-06-21,False,TO
International Asteroid Day,2019-06-30,False,TO
Official Birthday of King Tupou VI,2019-07-04,True,TO
Nelson Mandela International Day,2019-07-18,False,TO
Birth of the Crown Prince,2019-09-17,True,TO
September Equinox,2019-09-23,False,TO
Coronation of King Tupou I,2019-12-04,True,TO
December Solstice,2019-12-22,False,TO
Christmas Eve,2019-12-24,False,TO
Christmas Day,2019-12-25,True,TO
Boxing Day,2019-12-26,True,TO
New Year's Eve,2019-12-31,False,TO
New Year's Day,2019-01-01,True,TT
World Wildlife Day,2019-03-03,False,TT
Shrove Monday,2019-03-04,True,TT
Shrove Tuesday,2019-03-05,True,TT
March Equinox,2019-03-20,False,TT
Spiritual Baptist / Shouter Liberation Day,2019-03-30,True,TT
Good Friday,2019-04-19,True,TT
Holy Saturday,2019-04-20,False,TT
Easter,2019-04-21,True,TT
Easter Monday,2019-04-22,True,TT
Mother's Day,2019-05-12,False,TT
Indian Arrival Day,2019-05-30,True,TT
Festival of Breaking the Fast,2019-06-04,True,TT
Father's Day,2019-06-16,False,TT
Labor Day,2019-06-19,True,TT
Feast of Corpus Christi,2019-06-20,True,TT
June Solstice,2019-06-21,False,TT
International Asteroid Day,2019-06-30,False,TT
Nelson Mandela International Day,2019-07-18,False,TT
Emancipation Day,2019-08-01,True,TT
Feast of the Sacrifice,2019-08-11,False,TT
September Equinox,2019-09-23,False,TT
Republic Day,2019-09-24,True,TT
Festival of Lights,2019-10-27,True,TT
December Solstice,2019-12-22,False,TT
Christmas Eve,2019-12-24,False,TT
Christmas Day,2019-12-25,True,TT
Boxing Day,2019-12-26,True,TT
New Year's Eve,2019-12-31,False,TT
New Year's Day,2019-01-01,True,TN
Revolution and Youth Day,2019-01-14,True,TN
World Wildlife Day,2019-03-03,False,TN
Independence Day,2019-03-20,True,TN
March Equinox,2019-03-20,False,TN
Martyrs' Day,2019-04-09,True,TN
Labor Day,2019-05-01,True,TN
Mother's Day,2019-05-26,False,TN
Festival of Breaking the Fast,2019-06-04,True,TN
Father's Day,2019-06-16,False,TN
June Solstice,2019-06-21,False,TN
Republic Day,2019-06-26,True,TN
International Asteroid Day,2019-06-30,False,TN
Nelson Mandela International Day,2019-07-18,False,TN
Feast of the Sacrifice,2019-08-11,True,TN
Women's and Family Day,2019-08-13,False,TN
Islamic New Year's Day,2019-08-31,True,TN
September Equinox,2019-09-23,False,TN
Evacuation Day,2019-10-15,True,TN
Birth of the Prophet,2019-11-09,True,TN
December Solstice,2019-12-22,False,TN
New Year's Eve,2019-12-31,False,TN
New Year's Day,2019-01-01,True,TR
Valentine's Day,2019-02-14,False,TR
World Wildlife Day,2019-03-03,False,TR
March Equinox,2019-03-20,False,TR
National Sovereignty and Children's Day,2019-04-23,True,TR
Labor and Solidarity Day,2019-05-01,True,TR
Mother's Day,2019-05-12,False,TR
"Commemoration of Atatürk, Youth and Sports Day",2019-05-19,True,TR
Festival of Breaking the Fast Eve,2019-06-04,True,TR
Festival of Breaking the Fast,2019-06-05,True,TR
Second Day of the Festival of Breaking the Fast,2019-06-06,True,TR
Third Day of the Festival of Breaking the Fast,2019-06-07,True,TR
Father's Day,2019-06-16,False,TR
June Solstice,2019-06-21,False,TR
International Asteroid Day,2019-06-30,False,TR
Democracy and National Unity Day,2019-07-15,True,TR
Nelson Mandela International Day,2019-07-18,False,TR
Feast of the Sacrifice Eve,2019-08-11,True,TR
Feast of the Sacrifice,2019-08-12,True,TR
Second Day of the Feast of the Sacrifice,2019-08-13,True,TR
Third Day of the Feast of the Sacrifice,2019-08-14,True,TR
Fourth Day of the Feast of the Sacrifice,2019-08-15,True,TR
Victory Day,2019-08-30,True,TR
September Equinox,2019-09-23,False,TR
Eve of Republic Day,2019-10-28,True,TR
Republic Day,2019-10-29,True,TR
December Solstice,2019-12-22,False,TR
New Year's Eve,2019-12-31,False,TR
New Year's Day,2019-01-01,True,TM
Memorial Day,2019-01-12,True,TM
Defender of the Fatherland Day,2019-01-28,True,TM
State Flag of Turkmenistan Day,2019-02-19,True,TM
World Wildlife Day,2019-03-03,False,TM
Turkmen Woman's Day,2019-03-08,True,TM
March Equinox,2019-03-20,False,TM
Iranian New Year's Day,2019-03-21,True,TM
A Drop of Water - A Grain of Gold Festival,2019-04-07,True,TM
Turkmen Racing Horse Festival,2019-04-28,True,TM
Day of Commemoration of the National Heroes of the 1941-1945 World War,2019-05-08,True,TM
Victory Day,2019-05-09,True,TM
"Day of Revival, Unity, and the Poetry of Magtymguly",2019-05-18,True,TM
"Second Day of Revival, Unity, and the Poetry of Magtymguly",2019-05-19,True,TM
Carpet Day,2019-05-26,True,TM
Festival of Breaking the Fast,2019-06-04,True,TM
June Solstice,2019-06-21,False,TM
Day of Turkmen Workers of Culture and Art,2019-06-27,True,TM
International Asteroid Day,2019-06-30,False,TM
Nelson Mandela International Day,2019-07-18,False,TM
Galla Bayramy,2019-07-21,True,TM
Feast of the Sacrifice,2019-08-11,True,TM
Turkmen Melon Day,2019-08-11,True,TM
Second Day of the Feast of the Sacrifice,2019-08-12,True,TM
Third Day of the Feast of the Sacrifice,2019-08-13,True,TM
Turkmen Bakhshi Day,2019-09-08,True,TM
"Day of the Workers in the Oil, Gas, Power, and Geological Industry",2019-09-14,True,TM
September Equinox,2019-09-23,False,TM
Independence Day,2019-09-27,True,TM
Day after Independence Day,2019-09-28,True,TM
Day of Commemoration and National Mourning,2019-10-06,True,TM
Day of the Navy,2019-10-09,True,TM
Health Day,2019-11-02,True,TM
Harvest Festival,2019-11-24,True,TM
Good Neighborliness Day,2019-12-01,True,TM
Day of Neutrality and Student Youth Day,2019-12-12,True,TM
December Solstice,2019-12-22,False,TM
New Year's Eve,2019-12-31,False,TM
New Year's Day,2019-01-01,True,TC
Commonwealth Day,2019-03-11,True,TC
March Equinox,2019-03-20,False,TC
Good Friday,2019-04-19,True,TC
Easter,2019-04-21,False,TC
Easter Monday,2019-04-22,True,TC
National Heroes' Day,2019-05-27,True,TC
Queen's Birthday,2019-06-10,True,TC
June Solstice,2019-06-21,False,TC
Emancipation Day,2019-08-05,True,TC
September Equinox,2019-09-23,False,TC
National Youth Day,2019-09-27,True,TC
National Heritage Day,2019-10-14,True,TC
Thanksgiving Day,2019-11-22,True,TC
December Solstice,2019-12-22,False,TC
Christmas Eve,2019-12-24,False,TC
Christmas Day,2019-12-25,True,TC
Boxing Day,2019-12-26,True,TC
New Year's Eve,2019-12-31,False,TC
New Year's Day,2019-01-01,True,TV
World Wildlife Day,2019-03-03,False,TV
Commonwealth Day,2019-03-11,True,TV
March Equinox,2019-03-20,False,TV
Good Friday,2019-04-19,True,TV
Holy Saturday,2019-04-20,True,TV
Easter,2019-04-21,True,TV
Easter Monday,2019-04-22,True,TV
Gospel Day,2019-05-12,True,TV
Queen's Official Birthday,2019-06-08,True,TV
June Solstice,2019-06-21,False,TV
International Asteroid Day,2019-06-30,False,TV
Nelson Mandela International Day,2019-07-18,False,TV
National Children's Day,2019-08-05,True,TV
September Equinox,2019-09-23,False,TV
Tuvalu Day,2019-10-01,True,TV
Heir to the Throne's Birthday,2019-11-11,False,TV
December Solstice,2019-12-22,False,TV
Christmas Eve,2019-12-24,False,TV
Christmas Day,2019-12-25,True,TV
Boxing Day,2019-12-26,True,TV
New Year's Eve,2019-12-31,False,TV
New Year's Day,2019-01-01,True,UG
NRM Liberation Day,2019-01-26,True,UG
Archbishop Janani Luwum Day,2019-02-16,True,UG
World Wildlife Day,2019-03-03,False,UG
Women's Day,2019-03-08,True,UG
March Equinox,2019-03-20,False,UG
Good Friday,2019-04-19,True,UG
Easter,2019-04-21,False,UG
Easter Monday,2019-04-22,True,UG
Labor Day,2019-05-01,True,UG
Mother's Day,2019-05-12,False,UG
Martyrs' Day,2019-06-03,True,UG
Festival of Breaking the Fast,2019-06-04,True,UG
National Heroes' Day,2019-06-09,True,UG
Father's Day,2019-06-16,False,UG
June Solstice,2019-06-21,False,UG
International Asteroid Day,2019-06-30,False,UG
Nelson Mandela International Day,2019-07-18,False,UG
Feast of the Sacrifice,2019-08-11,True,UG
September Equinox,2019-09-23,False,UG
Independence Day,2019-10-09,True,UG
December Solstice,2019-12-22,False,UG
Christmas Eve,2019-12-24,False,UG
Christmas Day,2019-12-25,True,UG
Boxing Day,2019-12-26,True,UG
New Year's Eve,2019-12-31,False,UG
New Year's Day,2019-01-01,True,UA
Orthodox Christmas Eve,2019-01-06,False,UA
Orthodox Christmas Day,2019-01-07,True,UA
Orthodox New Year's Day,2019-01-14,False,UA
Ukrainian Unity Day,2019-01-22,False,UA
Tatiana Day,2019-01-25,False,UA
Valentine's Day,2019-02-14,False,UA
World Wildlife Day,2019-03-03,False,UA
International Women's Day,2019-03-08,True,UA
March Equinox,2019-03-20,False,UA
April Fools' Day,2019-04-01,False,UA
Orthodox Easter,2019-04-28,True,UA
Orthodox Easter Monday,2019-04-29,True,UA
International Workers' Day,2019-05-01,True,UA
Victory Day over Nazism in World War II,2019-05-09,True,UA
Mother's Day,2019-05-12,False,UA
Saturday of Europe Day Weekend,2019-05-18,False,UA
Sunday of Europe Day Weekend,2019-05-19,False,UA
Kiev Day,2019-05-26,False,UA
Father's Day,2019-06-16,False,UA
Orthodox Pentecost,2019-06-16,True,UA
Orthodox Pentecost Monday,2019-06-17,True,UA
June Solstice,2019-06-21,False,UA
Constitution Day,2019-06-28,True,UA
International Asteroid Day,2019-06-30,False,UA
Kupala Night,2019-07-07,False,UA
Navy Day,2019-07-07,False,UA
Family Day,2019-07-08,False,UA
Nelson Mandela International Day,2019-07-18,False,UA
Baptism of Kyivan Rus,2019-07-28,False,UA
Independence Day,2019-08-24,True,UA
September Equinox,2019-09-23,False,UA
Teachers' Day,2019-10-06,False,UA
Defender of Ukraine Day,2019-10-14,True,UA
Cultural Workers and Folk Artists Day,2019-11-09,True,UA
Dignity and Freedom Day,2019-11-21,False,UA
Army Day,2019-12-06,False,UA
Saint Nicholas' Day,2019-12-19,False,UA
December Solstice,2019-12-22,False,UA
Christmas Eve,2019-12-24,False,UA
Christmas Day,2019-12-25,True,UA
New Year's Eve,2019-12-31,False,UA
New Year's Day,2019-01-01,True,AE
World Wildlife Day,2019-03-03,False,AE
March Equinox,2019-03-20,False,AE
Mother's Day,2019-03-21,False,AE
Muhammad's Ascension to Heaven,2019-04-02,False,AE
First Day of Ramadan,2019-05-05,False,AE
Festival of Breaking the Fast,2019-06-02,True,AE
Second Day of the Festival of Breaking the Fast,2019-06-03,True,AE
Third Day of the Festival of Breaking the Fast,2019-06-04,True,AE
Fourth Day of the Festival of Breaking the Fast,2019-06-05,True,AE
Fifth Day of the Festival of Breaking the Fast,2019-06-06,True,AE
Father's Day,2019-06-21,False,AE
June Solstice,2019-06-21,False,AE
International Asteroid Day,2019-06-30,False,AE
Nelson Mandela International Day,2019-07-18,False,AE
Day of Arafah,2019-08-10,True,AE
Feast of the Sacrifice,2019-08-11,True,AE
Second Day of the Feast of the Sacrifice,2019-08-12,True,AE
Third Day of the Feast of the Sacrifice,2019-08-13,True,AE
Islamic New Year's Day,2019-08-31,True,AE
