PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
5,Moldova,,2020-08-02,2,0,1,2,1,2,1,1,0,0,1,3
5,Moldova,,2020-08-03,0,1,1,3,0,1,0,3,0,2,0,1
5,Moldova,,2020-08-04,0,1,0,3,0,0,1,1,0,0,0,0
5,Madagascar,,2020-08-01,2,0,0,2,1,1,1,2,1,1,0,2
5,Madagascar,,2020-08-02,1,2,1,0,1,0,0,1,1,2,0,2
5,Madagascar,,2020-08-03,2,0,0,1,1,2,1,0,1,1,0,3
5,Madagascar,,2020-08-04,2,0,0,0,1,2,0,3,0,1,1,3
5,Mexico,,2020-08-01,0,2,1,3,0,2,1,0,0,1,1,3
5,Mexico,,2020-08-02,1,2,0,2,1,1,0,3,0,0,1,3
5,Mexico,,2020-08-03,0,2,0,0,0,1,1,0,1,2,0,2
5,Mexico,,2020-08-04,2,2,0,3,1,0,1,2,0,2,1,0
5,Mali,,2020-08-01,2,1,0,1,0,2,0,2,0,0,0,3
5,Mali,,2020-08-02,0,0,1,0,0,2,1,3,1,2,0,3
5,Mali,,2020-08-03,1,0,1,3,0,0,1,0,1,1,1,3
5,Mali,,2020-08-04,1,1,1,2,0,1,1,2,0,0,1,0
5,Myanmar,,2020-08-01,1,2,1,0,1,0,1,2,1,0,0,1
5,Myanmar,,2020-08-02,2,2,0,2,1,2,1,1,0,0,1,2
5,Myanmar,,2020-08-03,0,0,1,1,0,1,1,3,0,2,0,1
5,Myanmar,,2020-08-04,1,1,1,0,0,1,1,3,1,2,0,2
5,Mongolia,,2020-08-01,0,2,0,2,0,1,1,3,1,2,0,3
5,Mongolia,,2020-08-02,2,2,0,2,1,1,0,0,1,2,0,3
5,Mongolia,,2020-08-03,2,0,0,1,0,1,0,3,0,0,0,2
5,Mongolia,,2020-08-04,1,2,0,2,1,0,1,1,0,0,0,2
5,Mozambique,,2020-08-01,2,2,0,0,0,2,1,1,0,2,1,1
5,Mozambique,,2020-08-02,0,2,0,1,0,2,0,0,0,0,0,3
5,Mozambique,,2020-08-03,2,2,0,3,0,2,1,0,1,2,1,1
5,Mozambique,,2020-08-04,2,0,0,3,0,0,0,3,1,0,1,2
5,Mauritania,,2020-08-01,0,1,1,0,1,1,0,3,1,2,0,2
5,Mauritania,,2020-08-02,2,2,0,0,0,0,1,0,1,2,0,0
5,Mauritania,,2020-08-03,0,0,0,2,1,0,0,2,1,2,1,3
5,Mauritania,,2020-08-04,2,0,1,2,1,2,0,0,1,0,0,3
5,Mauritius,,2020-08-01,1,0,1,0,1,2,1,3,0,1,1,1
5,Mauritius,,2020-08-02,0,2,0,2,0,2,0,2,1,0,1,1
5,Mauritius,,2020-08-03,2,1,1,0,0,1,0,0,1,2,0,2
5,Mauritius,,2020-08-04,2,0,1,0,1,2,0,1,1,1,0,0
5,Malawi,,2020-08-01,2,0,0,0,0,2,1,2,1,0,1,1
5,Malawi,,2020-08-02,0,2,0,2,0,2,1,0,1,0,0,0
5,Malawi,,2020-08-03,2,2,1,1,1,2,0,0,1,2,1,1
5,Malawi,,2020-08-04,1,0,1,3,1,2,1,2,1,1,0,0
5,Malaysia,,2020-08-01,0,2,0,3,0,0,0,3,0,2,1,3
5,Malaysia,,2020-08-02,0,0,1,3,1,0,0,2,1,2,0,3
5,Malaysia,,2020-08-03,0,0,0,0,0,1,1,1,1,0,0,3
5,Malaysia,,2020-08-04,0,1,0,0,1,0,0,0,0,0,1,0
5,Namibia,,2020-08-01,1,1,1,1,1,2,1,3,1,2,0,0
5,Namibia,,2020-08-02,2,0,0,1,0,0,0,1,0,0,1,2
5,Namibia,,2020-08-03,1,2,1,1,1,2,1,2,0,0,0,3
5,Namibia,,2020-08-04,0,1,0,2,1,2,0,1,0,2,1,3
5,Niger,,2020-08-01,2,1,1,0,0,0,1,1,1,2,1,0
5,Niger,,2020-08-02,1,2,0,0,1,2,0,0,1,1,0,0
5,Niger,,2020-08-03,1,2,0,1,0,2,0,3,1,0,0,3
5,Niger,,2020-08-04,1,0,1,0,1,2,0,1,1,1,0,2
5,Nigeria,,2020-08-01,0,1,1,2,0,2,1,2,0,2,1,1
5,Nigeria,,2020-08-02,1,2,1,1,1,0,1,0,1,0,0,1
5,Nigeria,,2020-08-03,0,1,1,1,1,1,0,3,1,2,0,3
5,Nigeria,,2020-08-04,1,2,0,1,0,1,0,1,0,2,0,2
5,Nicaragua,,2020-08-01,0,1,1,3,0,0,1,3,0,0,1,0
5,Nicaragua,,2020-08-02,1,2,0,1,1,2,0,0,1,2,1,0
5,Nicaragua,,2020-08-03,0,1,1,3,1,2,1,2,1,2,0,3
5,Nicaragua,,2020-08-04,2,2,1,1,1,1,0,2,1,0,0,0
5,Netherlands,,2020-08-01,1,1,1,1,0,0,1,1,1,1,0,2
5,Netherlands,,2020-08-02,1,2,0,2,0,0,1,2,0,0,1,3
5,Netherlands,,2020-08-03,1,1,0,2,0,2,0,1,0,0,1,2
5,Netherlands,,2020-08-04,0,1,1,2,1,2,1,2,1,2,1,1
5,Norway,,2020-08-01,0,1,0,2,0,0,1,0,1,1,0,0
5,Norway,,2020-08-02,0,0,0,1,0,0,1,1,0,1,0,0
5,Norway,,2020-08-03,1,1,1,0,0,1,1,2,1,2,0,3
5,Norway,,2020-08-04,2,2,1,3,1,1,1,0,1,0,0,2
5,Nepal,,2020-08-01,1,2,1,2,0,1,1,2,1,1,1,1
5,Nepal,,2020-08-02,0,1,1,3,1,2,1,1,1,1,1,2
5,Nepal,,2020-08-03,1,0,0,3,0,0,0,3,0,2,0,0
5,Nepal,,2020-08-04,1,1,0,3,1,2,1,0,1,0,1,1
5,New Zealand,,2020-08-01,2,1,0,0,1,2,1,2,1,1,0,1
5,New Zealand,,2020-08-02,2,2,1,0,1,0,0,1,0,0,0,3
5,New Zealand,,2020-08-03,1,0,0,2,0,0,1,1,1,1,1,2
5,New Zealand,,2020-08-04,1,0,1,1,0,1,0,3,0,2,0,1
5,Oman,,2020-08-01,0,2,1,2,0,2,1,3,0,2,1,1
5,Oman,,2020-08-02,0,0,1,0,0,1,1,1,1,1,1,2
5,Oman,,2020-08-03,2,2,1,0,0,1,0,3,1,0,0,2
5,Oman,,2020-08-04,2,0,0,0,1,0,1,3,1,0,0,1
5,Pakistan,,2020-08-01,1,1,0,1,1,2,1,2,0,0,1,1
5,Pakistan,,2020-08-02,1,1,0,1,1,0,0,3,0,2,1,3
5,Pakistan,,2020-08-03,0,0,1,3,0,2,1,0,1,0,1,1
5,Pakistan,,2020-08-04,2,0,0,3,1,1,1,2,0,2,1,0
5,Panama,,2020-08-01,1,1,1,2,1,0,0,1,1,1,0,3
5,Panama,,2020-08-02,1,1,1,1,1,0,1,2,0,0,1,0
5,Panama,,2020-08-03,1,1,0,2,1,1,0,1,1,2,1,3
5,Panama,,2020-08-04,0,0,1,0,0,1,0,3,0,0,0,0
5,Peru,,2020-08-01,2,2,0,0,1,2,1,2,1,0,1,0
5,Peru,,2020-08-02,2,1,0,3,0,1,1,2,1,2,1,0
5,Peru,,2020-08-03,2,2,0,3,0,1,1,2,0,1,0,1
5,Peru,,2020-08-04,2,0,0,0,0,0,1,1,0,2,1,0
5,Philippines,,2020-08-01,2,1,1,3,1,0,1,1,1,1,1,3
5,Philippines,,2020-08-02,1,0,0,0,1,0,0,0,1,2,0,0
5,Philippines,,2020-08-03,0,1,0,2,1,0,0,0,1,2,1,2
5,Philippines,,2020-08-04,0,0,1,1,0,1,0,2,0,0,0,3
5,Papua New Guinea,,2020-08-01,1,1,1,2,0,0,1,0,0,1,1,3
5,Papua New Guinea,,2020-08-02,2,2,0,3,0,1,1,0,1,0,1,3
5,Papua New Guinea,,2020-08-03,2,0,0,3,0,0,0,3,0,0,0,1
5,Papua New Guinea,,2020-08-04,0,0,1,0,1,1,0,2,0,0,1,2
5,Poland,,2020-08-01,2,2,0,2,0,2,0,2,1,2,0,2
5,Poland,,2020-08-02,1,1,0,2,1,0,0,3,0,0,0,1
5,Poland,,2020-08-03,2,0,0,3,1,2,0,2,1,2,1,2
5,Poland,,2020-08-04,1,2,0,2,1,2,1,2,0,0,1,2
5,Puerto Rico,,2020-08-01,1,2,1,0,1,0,1,2,1,2,0,3
5,Puerto Rico,,2020-08-02,2,0,0,0,0,0,1,3,1,0,0,2
5,Puerto Rico,,2020-08-03,1,2,1,3,1,2,1,0,0,1,1,1
5,Puerto Rico,,2020-08-04,2,1,0,2,1,2,0,2,1,0,1,0
5,Portugal,,2020-08-01,0,1,0,2,0,2,0,1,1,1,1,2
5,Portugal,,2020-08-02,1,0,0,3,1,1,1,1,0,1,1,0
5,Portugal,,2020-08-03,2,1,1,0,1,0,1,3,0,0,0,3
5,Portugal,,2020-08-04,2,1,1,1,1,0,0,1,0,2,0,2
5,Paraguay,,2020-08-01,2,2,0,2,0,1,1,0,1,1,0,2
5,Paraguay,,2020-08-02,0,1,1,0,1,1,1,3,0,0,0,3
5,Paraguay,,2020-08-03,1,1,1,1,1,0,1,1,0,0,0,2
5,Paraguay,,2020-08-04,2,2,1,3,0,1,1,0,0,1,0,0
5,Palestine,,2020-08-01,2,0,0,0,1,0,1,0,0,1,0,0
5,Palestine,,2020-08-02,2,1,1,3,0,2,0,3,1,0,0,2
5,Palestine,,2020-08-03,2,1,1,0,1,1,0,0,1,1,0,1
5,Palestine,,2020-08-04,2,2,0,3,1,0,1,2,0,2,0,1
5,Qatar,,2020-08-01,2,0,1,1,0,0,1,1,0,2,0,1
5,Qatar,,2020-08-02,0,1,0,0,0,1,1,2,0,2,0,3
5,Qatar,,2020-08-03,0,0,1,2,1,0,1,0,1,1,0,1
5,Qatar,,2020-08-04,0,1,1,0,1,2,1,0,1,0,0,2
5,Kosovo,,2020-08-01,0,2,1,2,0,0,1,1,0,1,0,2
5,Kosovo,,2020-08-02,1,1,0,1,1,2,0,3,1,0,1,0
5,Kosovo,,2020-08-03,0,2,0,3,1,0,1,1,0,2,1,1
5,Kosovo,,2020-08-04,1,0,0,3,1,0,1,3,1,1,0,3
5,Romania,,2020-08-01,1,0,1,0,1,2,0,2,1,0,1,0
5,Romania,,2020-08-02,1,0,0,3,1,0,0,0,1,0,0,1
5,Romania,,2020-08-03,2,2,1,1,1,0,0,0,1,2,0,3
5,Romania,,2020-08-04,0,1,1,0,0,1,1,2,0,1,1,1
5,Russia,,2020-08-01,0,0,1,1,0,1,1,0,0,0,1,3
5,Russia,,2020-08-02,2,2,1,3,1,1,0,3,0,2,1,1
5,Russia,,2020-08-03,1,1,1,1,1,1,0,0,0,0,0,3
5,Russia,,2020-08-04,1,2,1,1,1,1,1,2,0,1,0,2
5,Rwanda,,2020-08-01,0,1,1,3,0,0,1,0,0,0,1,3
5,Rwanda,,2020-08-02,1,1,1,2,1,2,0,1,0,2,0,2
5,Rwanda,,2020-08-03,2,1,1,2,1,2,1,3,1,1,0,2
5,Rwanda,,2020-08-04,1,1,0,1,1,1,1,2,0,2,1,3
5,Saudi Arabia,,2020-08-01,2,2,1,2,0,0,1,2,0,1,0,0
5,Saudi Arabia,,2020-08-02,0,0,1,3,1,1,1,3,0,1,1,2
5,Saudi Arabia,,2020-08-03,1,1,0,3,1,0,0,0,1,0,1,3
5,Saudi Arabia,,2020-08-04,0,2,1,2,0,2,1,3,1,0,0,3
5,Sudan,,2020-08-01,2,0,1,0,1,1,0,3,0,1,0,1
5,Sudan,,2020-08-02,1,1,1,0,1,2,0,1,0,1,0,0
5,Sudan,,2020-08-03,1,0,0,1,1,2,1,0,1,0,1,2
5,Sudan,,2020-08-04,2,0,1,1,1,1,1,0,0,2,0,0
5,Senegal,,2020-08-01,2,2,1,1,0,2,1,0,1,1,1,3
5,Senegal,,2020-08-02,2,0,1,1,1,0,0,2,0,0,0,1
5,Senegal,,2020-08-03,2,0,0,1,1,0,1,3,0,1,0,0
5,Senegal,,2020-08-04,2,1,0,0,1,2,0,2,0,0,1,2
5,Singapore,,2020-08-01,0,0,0,3,0,1,0,0,1,0,1,1
5,Singapore,,2020-08-02,2,0,0,2,1,2,1,0,0,2,0,1
5,Singapore,,2020-08-03,2,1,1,1,1,0,0,0,0,0,0,2
5,Singapore,,2020-08-04,2,2,1,0,1,2,1,2,0,0,1,1
5,Solomon Islands,,2020-08-01,2,0,1,1,1,0,0,2,1,2,0,0
5,Solomon Islands,,2020-08-02,0,1,0,0,1,0,0,1,0,0,1,3
5,Solomon Islands,,2020-08-03,1,1,1,0,0,1,0,0,1,1,1,2
5,Solomon Islands,,2020-08-04,1,2,0,1,0,2,0,1,0,0,1,1
5,Sierra Leone,,2020-08-01,2,2,0,2,1,2,0,0,1,1,0,2
5,Sierra Leone,,2020-08-02,1,0,1,0,1,2,0,0,1,1,0,2
5,Sierra Leone,,2020-08-03,1,0,0,3,1,0,0,3,0,0,1,2
5,Sierra Leone,,2020-08-04,2,1,0,1,1,1,1,3,0,0,0,1
5,El Salvador,,2020-08-01,1,1,0,3,1,1,0,3,1,1,0,3
5,El Salvador,,2020-08-02,1,2,0,3,0,0,0,3,1,2,1,0
5,El Salvador,,2020-08-03,0,0,1,1,1,1,1,3,0,0,0,0
5,El Salvador,,2020-08-04,1,1,1,1,1,0,1,0,1,1,1,0
5,San Marino,,2020-08-01,0,1,1,2,1,0,0,1,0,0,1,3
5,San Marino,,2020-08-02,2,1,1,2,0,1,1,2,0,2,0,2
5,San Marino,,2020-08-03,1,2,1,0,1,1,1,2,0,0,0,2
5,San Marino,,2020-08-04,2,0,0,3,1,0,0,3,1,2,0,2
5,Somalia,,2020-08-01,0,1,1,3,0,1,1,1,0,0,0,2
5,Somalia,,2020-08-02,0,2,0,3,0,0,0,2,1,2,1,3
5,Somalia,,2020-08-03,0,0,0,3,0,1,1,0,1,1,1,2
5,Somalia,,2020-08-04,2,1,0,1,1,0,0,0,1,0,1,1
5,Serbia,,2020-08-01,0,2,0,2,1,0,1,1,1,0,1,1
5,Serbia,,2020-08-02,1,1,0,3,1,2,1,0,1,0,1,1
5,Serbia,,2020-08-03,1,2,1,2,1,0,0,1,0,0,1,1
5,Serbia,,2020-08-04,0,1,0,3,0,0,1,1,1,1,1,0
5,South Sudan,,2020-08-01,1,1,0,0,1,1,0,3,1,0,0,0
5,South Sudan,,2020-08-02,0,2,1,3,0,2,1,3,0,1,0,3
5,South Sudan,,2020-08-03,0,1,0,2,1,1,0,2,1,1,1,2
5,South Sudan,,2020-08-04,0,0,1,1,1,0,0,1,1,2,0,0
5,Suriname,,2020-08-01,0,0,0,0,0,1,0,1,1,1,0,1
5,Suriname,,2020-08-02,1,0,0,2,1,0,1,1,0,2,0,0
5,Suriname,,2020-08-03,1,0,1,1,0,2,0,3,1,1,1,2
5,Suriname,,2020-08-04,0,0,0,3,1,2,1,1,0,0,1,2
5,Slovak Republic,,2020-08-01,0,0,1,2,0,2,1,2,1,0,1,3
5,Slovak Republic,,2020-08-02,1,2,1,1,0,0,1,0,1,1,1,1
5,Slovak Republic,,2020-08-03,1,0,0,0,1,0,0,2,0,2,0,3
5,Slovak Republic,,2020-08-04,2,1,0,3,0,2,0,1,1,0,1,2
5,Slovenia,,2020-08-01,2,1,0,3,1,1,1,1,0,0,1,1
5,Slovenia,,2020-08-02,1,0,0,1,1,1,0,1,0,1,1,1
5,Slovenia,,2020-08-03,0,0,0,1,1,0,0,2,1,2,1,3
5,Slovenia,,2020-08-04,0,0,0,2,0,0,0,1,1,2,1,0
5,Sweden,,2020-08-01,1,2,0,3,0,1,0,2,1,0,0,1
5,Sweden,,2020-08-02,0,1,0,0,0,1,0,0,1,0,1,0
5,Sweden,,2020-08-03,2,0,0,0,1,0,0,0,1,0,0,1
5,Sweden,,2020-08-04,2,2,0,2,1,2,0,3,0,1,0,2
5,Eswatini,,2020-08-01,1,1,1,1,1,0,0,3,0,2,1,3
5,Eswatini,,2020-08-02,2,0,1,3,1,0,0,3,1,0,0,3
5,Eswatini,,2020-08-03,0,1,0,0,0,2,0,0,1,2,0,3
5,Eswatini,,2020-08-04,0,1,0,1,0,1,0,0,1,0,1,0
5,Seychelles,,2020-08-01,0,1,0,1,0,1,0,3,0,0,0,1
5,Seychelles,,2020-08-02,0,0,0,3,1,2,0,2,0,2,0,1
5,Seychelles,,2020-08-03,2,2,1,1,1,2,1,0,1,0,1,3
5,Seychelles,,2020-08-04,2,1,1,3,1,2,0,0,1,0,0,1
5,Syria,,2020-08-01,1,2,0,0,0,1,0,1,1,0,0,0
5,Syria,,2020-08-02,2,0,0,3,1,2,0,2,0,0,1,3
5,Syria,,2020-08-03,0,0,0,3,1,0,1,3,1,1,1,2
5,Syria,,2020-08-04,1,2,1,3,0,1,0,0,0,1,1,2
5,Chad,,2020-08-01,0,0,0,0,1,1,0,2,0,2,1,1
5,Chad,,2020-08-02,2,2,0,2,1,0,0,1,1,2,0,2
5,Chad,,2020-08-03,1,1,0,1,0,2,1,2,1,1,1,3
5,Chad,,2020-08-04,2,0,1,0,0,0,0,3,0,1,0,1
5,Togo,,2020-08-01,2,0,0,1,0,0,0,3,0,1,1,0
5,Togo,,2020-08-02,2,1,1,0,1,1,0,2,0,0,0,1
5,Togo,,2020-08-03,0,0,1,2,0,2,1,2,1,0,0,3
5,Togo,,2020-08-04,2,1,0,3,0,2,0,2,1,2,1,2
5,Thailand,,2020-08-01,0,1,1,3,0,0,0,0,0,1,0,2
5,Thailand,,2020-08-02,0,2,1,1,0,2,1,0,0,1,0,1
5,Thailand,,2020-08-03,1,1,0,3,0,0,0,3,0,2,1,3
5,Thailand,,2020-08-04,1,2,1,3,1,2,1,2,0,0,1,0
5,Tajikistan,,2020-08-01,2,2,1,3,0,1,0,0,0,1,0,0
5,Tajikistan,,2020-08-02,1,2,0,0,0,0,1,3,0,1,1,2
5,Tajikistan,,2020-08-03,2,2,1,0,1,2,0,0,1,1,0,3
5,Tajikistan,,2020-08-04,1,0,1,0,0,0,0,0,1,0,0,1
5,Timor-Leste,,2020-08-01,0,0,0,2,1,1,1,1,1,1,0,0
5,Timor-Leste,,2020-08-02,2,2,1,3,1,0,0,2,1,0,0,3
5,Timor-Leste,,2020-08-03,1,2,0,2,0,1,1,1,1,2,1,3
5,Timor-Leste,,2020-08-04,0,1,1,3,0,2,0,3,0,0,1,2
5,Trinidad and Tobago,,2020-08-01,0,2,1,3,1,1,1,0,1,1,0,1
5,Trinidad and Tobago,,2020-08-02,0,1,0,2,0,2,0,1,1,1,0,1
5,Trinidad and Tobago,,2020-08-03,1,1,0,1,1,2,0,2,1,2,0,3
5,Trinidad and Tobago,,2020-08-04,2,2,1,0,1,1,0,2,0,0,1,2
5,Tunisia,,2020-08-01,2,2,1,1,0,1,0,1,1,1,1,3
5,Tunisia,,2020-08-02,1,1,0,1,1,0,1,0,0,1,1,3
5,Tunisia,,2020-08-03,2,1,0,2,0,2,1,2,0,0,0,0
5,Tunisia,,2020-08-04,1,1,1,0,0,0,1,0,0,1,0,0
5,Turkey,,2020-08-01,0,1,1,3,0,2,0,3,0,1,1,3
5,Turkey,,2020-08-02,1,0,1,0,1,0,0,0,1,2,1,3
5,Turkey,,2020-08-03,0,0,1,1,1,1,0,0,1,0,1,0
5,Turkey,,2020-08-04,0,1,0,1,1,0,0,0,1,1,1,2
5,Taiwan,,2020-08-01,0,1,1,1,0,0,0,3,1,1,0,0
5,Taiwan,,2020-08-02,2,1,1,0,0,1,1,2,1,1,0,1
5,Taiwan,,2020-08-03,2,0,0,3,1,1,1,0,0,0,0,2
5,Taiwan,,2020-08-04,1,1,1,1,0,0,0,3,1,1,1,1
5,Tanzania,,2020-08-01,0,0,1,2,0,2,1,0,0,2,1,3
5,Tanzania,,2020-08-02,1,0,0,2,1,2,0,2,1,0,0,3
5,Tanzania,,2020-08-03,0,2,0,0,1,0,1,1,1,1,0,1
5,Tanzania,,2020-08-04,2,2,1,2,1,0,1,0,0,0,0,1
5,Uganda,,2020-08-01,2,1,1,3,1,1,1,1,1,0,1,0
5,Uganda,,2020-08-02,2,2,1,1,0,2,1,3,1,1,1,2
5,Uganda,,2020-08-03,2,1,0,2,1,1,1,0,0,1,1,0
5,Uganda,,2020-08-04,1,1,0,3,1,0,1,3,0,1,0,1
5,Ukraine,,2020-08-01,1,1,0,0,1,2,0,1,1,1,0,3
5,Ukraine,,2020-08-02,1,2,1,3,1,1,0,2,0,0,1,3
5,Ukraine,,2020-08-03,2,0,1,2,1,2,0,1,1,0,1,2
5,Ukraine,,2020-08-04,0,0,0,3,0,2,0,2,1,1,1,2
5,Uruguay,,2020-08-01,1,1,0,3,0,0,0,2,1,2,0,0
5,Uruguay,,2020-08-02,0,1,0,0,0,0,1,0,0,1,1,2
5,Uruguay,,2020-08-03,2,1,1,2,1,0,0,1,1,1,0,3
5,Uruguay,,2020-08-04,1,0,0,2,1,1,0,2,0,2,1,0
5,United States,,2020-08-01,0,2,0,2,0,0,1,1,1,1,0,1
5,United States,,2020-08-02,1,2,1,2,1,0,0,1,0,1,1,0
5,United States,,2020-08-03,0,2,1,1,0,0,1,0,1,2,1,1
5,United States,,2020-08-04,1,0,0,2,0,0,0,2,1,1,1,2
5,United States,Alaska,2020-08-01,1,2,0,2,1,0,0,2,0,0,0,0
5,United States,Alaska,2020-08-02,0,2,0,3,0,2,0,3,1,1,1,1
5,United States,Alaska,2020-08-03,0,1,1,3,0,2,1,0,0,2,0,2
5,United States,Alaska,2020-08-04,2,0,1,0,0,2,1,3,1,0,0,0
5,United States,Alabama,2020-08-01,0,0,1,2,1,0,0,0,1,1,1,2
5,United States,Alabama,2020-08-02,1,2,1,0,0,1,1,2,0,0,1,3
5,United States,Alabama,2020-08-03,2,2,1,0,0,2,1,1,0,1,0,3
5,United States,Alabama,2020-08-04,2,1,1,1,1,0,0,2,0,0,0,1
5,United States,Arkansas,2020-08-01,0,0,1,2,1,2,0,0,0,2,1,3
5,United States,Arkansas,2020-08-02,0,0,0,2,0,0,0,3,0,2,1,1
5,United States,Arkansas,2020-08-03,0,0,1,0,0,1,0,3,0,1,1,0
5,United States,Arkansas,2020-08-04,2,2,1,2,1,0,0,1,0,1,0,2
5,United States,Arizona,2020-08-01,1,0,1,1,1,0,0,0,0,1,0,1
5,United States,Arizona,2020-08-02,2,1,1,3,0,1,0,0,0,0,1,1
5,United States,Arizona,2020-08-03,0,1,0,2,1,1,0,3,1,0,0,2
5,United States,Arizona,2020-08-04,2,0,1,2,1,2,1,0,1,1,1,2
5,United States,California,2020-08-01,1,1,0,0,0,1,1,3,0,2,0,1
5,United States,California,2020-08-02,0,1,0,2,0,1,0,2,0,1,0,2
5,United States,California,2020-08-03,2,0,1,2,0,0,0,3,0,1,0,3
5,United States,California,2020-08-04,0,0,1,3,0,1,1,2,0,2,0,3
5,United States,Colorado,2020-08-01,0,0,1,2,0,2,1,2,1,2,1,1
5,United States,Colorado,2020-08-02,2,2,1,0,0,1,0,3,1,1,0,3
5,United States,Colorado,2020-08-03,2,0,1,3,0,1,1,1,0,1,1,1
5,United States,Colorado,2020-08-04,2,1,1,0,0,2,1,3,1,2,1,3
5,United States,Connecticut,2020-08-01,1,0,0,0,0,0,1,2,0,2,1,1
5,United States,Connecticut,2020-08-02,2,2,0,1,1,1,0,2,0,2,1,0
5,United States,Connecticut,2020-08-03,0,0,1,0,1,0,0,3,1,0,0,0
5,United States,Connecticut,2020-08-04,2,0,1,2,0,0,0,3,0,2,1,1
5,United States,Washington DC,2020-08-01,1,1,1,1,1,1,0,0,1,2,0,3
5,United States,Washington DC,2020-08-02,1,1,0,1,0,1,1,2,0,0,0,3
5,United States,Washington DC,2020-08-03,1,1,1,1,1,2,0,0,1,0,1,3
5,United States,Washington DC,2020-08-04,2,0,0,3,1,0,1,1,1,2,1,0
5,United States,Delaware,2020-08-01,1,0,1,1,0,0,0,2,1,0,1,0
5,United States,Delaware,2020-08-02,2,1,1,1,1,1,1,3,0,1,0,0
5,United States,Delaware,2020-08-03,1,0,0,3,0,0,0,2,1,1,0,0
5,United States,Delaware,2020-08-04,1,2,1,0,1,2,1,3,0,0,0,0
5,United States,Florida,2020-08-01,0,2,1,2,0,1,1,3,0,1,0,0
5,United States,Florida,2020-08-02,1,2,1,1,0,0,1,2,0,0,1,2
5,United States,Florida,2020-08-03,1,2,1,2,0,2,1,2,1,0,1,2
5,United States,Florida,2020-08-04,1,0,0,3,0,0,1,3,1,0,1,1
5,United States,Georgia,2020-08-01,1,1,0,3,0,1,1,3,1,0,1,0
5,United States,Georgia,2020-08-02,2,0,1,1,1,2,1,1,0,1,0,0
5,United States,Georgia,2020-08-03,2,2,1,0,1,1,0,2,0,2,1,1
5,United States,Georgia,2020-08-04,2,2,0,2,0,2,1,0,1,2,0,1
5,United States,Hawaii,2020-08-01,0,1,1,1,1,1,1,0,1,0,0,0
5,United States,Hawaii,2020-08-02,1,0,0,3,1,1,0,2,1,0,1,1
5,United States,Hawaii,2020-08-03,1,2,1,3,1,0,0,0,1,1,1,1
5,United States,Hawaii,2020-08-04,1,2,0,1,0,0,1,2,0,0,0,0
5,United States,Iowa,2020-08-01,1,0,0,2,0,2,1,0,0,1,1,1
5,United States,Iowa,2020-08-02,1,2,1,0,0,0,1,0,1,0,0,3
5,United States,Iowa,2020-08-03,1,0,0,1,0,0,0,2,1,2,0,3
5,United States,Iowa,2020-08-04,0,2,1,2,1,0,0,3,0,1,1,2
5,United States,Idaho,2020-08-01,2,0,1,2,0,0,1,3,1,2,1,2
5,United States,Idaho,2020-08-02,0,0,0,3,0,1,0,3,1,2,0,1
5,United States,Idaho,2020-08-03,0,1,0,2,1,2,0,3,0,1,0,0
5,United States,Idaho,2020-08-04,0,2,0,2,0,2,0,2,0,2,1,0
5,United States,Illinois,2020-08-01,0,0,1,1,1,2,1,0,0,1,0,2
5,United States,Illinois,2020-08-02,1,2,0,3,1,0,1,2,0,0,0,2
5,United States,Illinois,2020-08-03,2,1,0,1,1,0,1,0,0,0,0,3
5,United States,Illinois,2020-08-04,1,1,1,0,1,1,1,2,1,1,0,3
5,United States,Indiana,2020-08-01,1,1,0,3,0,2,0,0,0,1,1,1
5,United States,Indiana,2020-08-02,1,1,0,2,0,0,0,3,0,1,0,2
5,United States,Indiana,2020-08-03,2,0,0,3,1,2,0,2,1,2,0,0
5,United States,Indiana,2020-08-04,0,2,1,2,1,1,1,2,0,0,1,3
5,United States,Kansas,2020-08-01,2,2,1,0,0,1,1,2,1,2,1,2
5,United States,Kansas,2020-08-02,2,0,0,1,0,2,1,0,1,0,1,2
5,United States,Kansas,2020-08-03,1,1,0,0,1,2,0,3,0,2,0,1
5,United States,Kansas,2020-08-04,2,2,1,0,0,1,0,3,1,0,0,1
5,United States,Kentucky,2020-08-01,0,1,0,0,0,0,0,1,0,1,0,0
5,United States,Kentucky,2020-08-02,2,2,0,3,0,2,0,2,0,0,0,3
5,United States,Kentucky,2020-08-03,0,2,1,1,0,2,0,2,0,0,0,1
5,United States,Kentucky,2020-08-04,0,2,0,0,1,1,1,0,0,2,0,2
5,United States,Louisiana,2020-08-01,0,0,1,3,1,0,1,3,0,0,0,3
5,United States,Louisiana,2020-08-02,1,1,1,3,0,1,0,1,0,2,0,3
5,United States,Louisiana,2020-08-03,2,2,0,2,1,2,0,1,1,2,0,3
5,United States,Louisiana,2020-08-04,2,0,1,0,1,1,0,1,0,1,0,3
5,United States,Massachusetts,2020-08-01,0,1,0,0,0,2,1,2,1,0,0,1
5,United States,Massachusetts,2020-08-02,0,0,1,2,1,0,0,3,0,0,0,0
5,United States,Massachusetts,2020-08-03,0,1,0,2,1,0,0,2,0,2,0,1
